original_selling_amount,day_of_year,how_far_in_advance,length_of_stay,no_of_adults,hotel_brand_code,customer_nationality,charge_option,hotel_chain_code,original_payment_method
730.89,138,51,4,2,264,99,1,492,29
23.79,195,3,1,2,222,86,2,403,16
124.68,261,9,3,2,51,91,1,200,19
52.67,232,14,1,2,889,95,2,51,29
6.74,204,1,1,1,165,44,2,274,29
90.45,256,3,1,2,197,74,2,491,26
167.22,218,13,2,2,188,95,2,319,19
281.52,247,5,4,2,193,37,2,544,19
91.27,196,51,1,2,761,44,1,393,5
93.31,237,27,1,2,93,44,1,234,29
344.86,85,141,2,2,761,86,1,393,29
29.05,208,1,1,2,338,40,2,274,19
273.16,234,24,1,8,427,86,2,548,29
170.87,247,13,1,2,447,44,1,96,29
40.19,242,29,1,2,42,74,2,409,19
2700.2,228,29,4,6,393,95,1,98,29
108.65,199,2,2,2,321,92,2,58,29
193.86,219,12,1,2,559,44,2,334,19
330.14,209,12,2,3,824,86,2,380,19
20.39,249,2,1,2,545,92,2,261,29
480.05,84,148,2,2,578,86,2,10,29
307.44,255,8,6,1,10,18,2,531,29
114.69,148,47,1,2,872,86,1,535,29
18.28,228,2,2,2,502,40,2,518,29
1476.09,184,40,3,2,554,95,1,244,5
235.64,176,13,2,2,124,91,1,182,29
45.69,147,36,1,1,741,44,2,168,26
28.64,188,3,1,3,502,17,2,518,19
175.54,258,8,1,2,860,95,2,77,29
642.96,134,82,2,3,872,91,1,535,29
217.01,231,6,1,2,399,97,2,359,29
545.26,245,23,4,2,513,37,1,359,5
1014.03,156,60,3,4,557,86,1,457,29
81.3,228,10,1,1,450,44,2,217,29
227.85,184,14,2,2,130,37,1,436,29
599.65,192,79,6,2,50,72,1,614,29
20.81,179,4,1,2,502,40,2,518,2
29.33,268,1,1,2,467,81,2,160,26
775.94,239,23,5,2,671,54,1,341,19
169.18,239,10,2,3,35,91,2,515,19
117.46,222,17,1,4,244,95,2,294,19
43.48,239,1,1,2,585,88,2,18,4
93.77,175,14,1,2,430,82,1,575,5
306.81,147,65,3,3,727,74,1,79,19
106.81,236,1,1,2,818,44,2,597,29
540.2,257,7,5,2,696,99,2,44,29
301.63,176,70,5,2,827,5,2,3,22
348.46,99,104,3,4,702,40,1,120,29
135.8,194,6,1,2,50,72,2,614,29
251.52,187,5,4,2,107,81,2,549,19
14.34,183,20,1,2,584,92,1,356,19
107.67,185,5,2,2,312,51,2,267,29
856.82,265,4,2,2,135,56,2,51,29
34.43,165,78,1,1,871,18,2,16,26
173.29,205,50,1,2,78,37,1,110,19
338.28,230,40,4,2,281,37,1,276,29
71.78,228,19,1,4,422,87,2,101,29
371.86,120,78,1,4,51,18,1,200,29
673.03,263,8,6,4,186,72,2,251,29
87.46,263,3,2,2,288,40,2,419,29
1310.41,33,156,4,4,93,91,1,234,29
144.83,170,77,1,2,387,37,2,334,29
177.04,238,24,2,2,566,86,2,612,29
357.0,81,137,2,2,387,18,2,334,29
82.04,198,1,1,2,843,85,2,585,29
239.85,214,10,2,2,52,82,2,531,22
499.83,191,15,3,2,548,81,1,109,29
202.36,176,7,1,4,851,91,1,463,29
111.82,216,29,2,2,412,56,2,336,29
568.02,235,7,2,2,572,44,2,273,19
220.59,185,4,3,2,125,32,2,24,29
87.86,220,27,2,1,827,80,2,3,29
58.33,215,4,1,2,12,92,2,267,29
298.33,172,35,3,1,761,91,1,393,29
638.26,159,41,4,4,51,37,2,200,29
95.32,246,4,3,2,342,92,2,267,19
626.89,187,28,6,2,147,91,2,13,29
292.76,77,112,2,2,487,91,2,586,29
233.22,143,75,3,2,558,99,2,522,29
108.47,186,6,1,2,67,82,2,178,5
51.86,236,23,2,2,603,18,2,298,22
226.9,92,163,2,2,621,82,2,539,29
260.77,201,6,1,2,322,86,2,492,19
37.1,216,4,1,2,869,40,2,24,22
191.29,54,155,1,4,264,98,1,492,29
49.78,197,4,1,2,398,82,2,549,29
135.78,230,0,1,2,133,18,2,454,19
154.76,229,34,2,1,741,37,1,168,29
87.03,194,22,3,2,71,56,2,274,19
583.98,192,78,1,6,889,37,2,342,19
1449.66,200,39,5,2,188,18,2,319,27
187.29,213,5,1,2,859,82,2,548,19
184.72,202,22,6,1,512,44,2,455,5
214.78,229,2,2,4,619,98,2,256,19
195.93,218,2,1,3,308,91,2,565,19
969.92,174,14,4,14,888,39,2,312,19
146.79,230,3,1,4,475,95,2,504,30
504.4,163,24,2,3,572,86,2,273,19
142.35,111,100,3,2,226,98,1,613,29
10.32,248,1,1,1,713,44,2,593,29
121.33,172,15,1,2,741,99,2,168,22
169.29,249,13,1,2,621,91,2,539,29
108.02,210,2,2,2,87,40,2,120,19
62.5,111,80,1,2,741,86,2,168,19
540.18,173,57,4,2,273,16,2,159,29
45.81,185,2,1,1,107,92,2,549,29
149.18,213,4,1,2,464,49,2,548,29
77.92,168,23,1,2,114,18,2,407,4
528.73,195,43,4,2,308,37,1,565,29
89.69,47,173,1,2,230,91,1,168,19
81.34,199,7,1,2,412,56,2,336,29
580.94,120,149,3,4,859,86,2,548,29
12.74,183,20,1,2,502,40,2,518,15
51.11,87,134,1,3,546,86,2,345,29
144.1,258,7,1,2,859,56,2,548,19
47.86,165,24,1,3,427,40,2,548,2
277.43,167,22,1,3,487,86,2,586,19
120.02,234,8,3,1,266,3,2,618,19
195.6,119,68,1,2,855,39,2,192,5
115.15,207,10,1,2,301,67,2,556,29
99.04,188,1,1,2,884,56,2,2,19
283.99,170,21,2,2,431,86,2,334,29
61.17,188,17,1,1,52,86,1,531,29
466.59,122,67,2,3,51,91,1,200,19
153.99,234,2,1,3,270,44,2,334,19
460.9,218,8,2,1,447,99,1,96,19
140.82,230,3,1,2,447,44,2,96,19
26.32,216,2,1,2,304,92,2,512,17
866.05,242,8,5,1,855,39,2,192,29
451.91,143,118,4,2,356,91,1,124,19
318.91,206,12,3,2,322,86,2,492,19
48.1,250,1,1,1,463,44,2,228,26
42.67,133,72,1,2,490,40,1,617,29
173.24,203,21,2,4,29,92,2,560,29
46.72,262,3,1,2,478,37,2,287,19
673.73,191,29,5,2,121,3,1,618,19
62.38,263,8,1,1,592,44,2,482,16
1078.23,86,138,2,2,134,86,2,553,19
123.09,242,28,3,2,871,86,2,16,5
62.65,229,31,1,2,276,44,1,325,29
73.16,209,3,2,2,107,99,2,549,5
139.68,181,3,1,2,772,18,2,548,28
48.83,229,1,1,2,762,92,2,97,29
301.05,178,79,3,2,10,99,1,531,29
722.4,219,8,4,2,322,99,2,492,29
399.13,229,31,3,2,4,91,2,509,16
119.75,207,17,1,2,534,56,1,132,29
33.32,185,11,1,4,584,92,1,356,29
56.35,236,2,1,2,320,92,2,548,29
931.6,73,124,10,2,114,16,2,407,19
2350.32,284,336,4,3,169,95,1,51,29
133.1,213,2,1,1,281,86,2,276,29
1372.41,171,12,4,2,718,3,2,51,29
193.71,205,12,2,2,464,92,2,548,29
306.15,218,12,4,1,10,82,1,531,19
107.57,240,29,1,1,50,86,1,614,5
160.24,182,80,2,2,879,37,1,579,19
293.98,224,30,2,2,312,37,2,267,29
420.83,196,31,4,2,477,86,1,232,5
244.1,234,30,2,2,4,18,2,509,19
50.37,255,1,1,1,469,102,2,536,29
194.31,240,11,3,2,654,40,2,508,29
474.65,220,28,5,2,308,74,2,565,19
857.41,189,63,10,2,741,99,1,168,29
316.42,107,96,3,2,243,44,1,273,16
454.72,183,17,4,2,534,86,2,132,27
216.61,257,2,1,2,55,56,2,469,29
83.37,229,33,1,2,124,44,1,182,19
156.45,219,5,1,2,671,86,1,341,19
77.42,258,3,1,1,478,37,2,287,29
41.9,249,14,1,2,528,44,2,549,5
165.32,228,7,2,2,761,86,1,393,19
55.64,193,1,1,2,870,86,2,178,19
281.2,202,4,2,1,561,86,2,546,19
1529.4,32,159,5,2,287,94,1,112,5
530.7,28,187,6,2,631,86,2,472,29
357.08,249,5,2,2,697,86,2,27,19
432.58,243,23,4,2,100,91,2,39,29
743.55,204,8,5,2,267,42,2,242,19
519.36,180,47,4,2,230,86,2,168,16
243.69,218,11,1,4,268,92,2,436,29
258.72,237,1,1,2,401,99,2,79,29
419.98,242,5,5,2,219,8,2,548,19
459.36,60,159,2,2,78,54,1,110,29
68.79,240,4,1,2,572,12,2,273,29
11.7,256,3,1,2,166,40,2,502,3
420.7,217,25,2,2,324,3,2,548,29
689.6,67,199,3,3,363,56,2,54,29
57.9,193,3,1,2,886,28,2,24,19
136.22,238,33,2,2,697,86,2,27,29
265.65,205,62,3,1,262,44,2,543,29
512.55,132,70,2,2,578,18,2,10,27
70.53,192,25,1,2,572,56,2,273,19
54.81,208,18,1,2,7,99,2,511,29
158.31,186,15,3,2,113,39,2,375,19
3200.84,156,58,4,8,93,18,2,234,4
410.26,167,21,2,2,178,86,1,176,19
13.82,214,13,1,2,502,74,2,518,19
1210.18,26,207,2,2,248,37,1,422,29
66.39,257,2,1,2,397,56,2,51,29
95.68,236,4,2,2,886,99,2,24,19
298.12,195,68,2,2,50,98,1,614,5
124.13,264,7,3,1,595,44,1,580,29
294.72,184,53,2,4,741,87,1,168,29
227.18,204,13,2,1,4,37,2,509,5
52.32,180,44,1,1,827,92,2,3,29
56.56,236,7,1,2,320,56,2,548,29
146.36,196,1,1,2,685,92,2,136,29
131.97,201,0,1,3,320,74,2,548,29
2173.56,179,62,6,4,225,18,2,176,29
21.68,201,5,1,2,792,40,2,120,3
165.58,84,115,1,2,631,40,2,472,19
200.88,247,11,3,4,412,56,2,336,19
148.52,221,37,2,2,361,56,2,250,19
162.46,236,37,2,2,308,91,2,565,29
710.74,187,45,2,2,138,44,2,51,5
175.17,163,109,3,1,687,95,2,235,29
161.32,257,9,1,2,889,91,2,51,19
104.34,259,0,1,2,504,99,2,454,29
532.75,80,115,3,4,136,18,2,519,4
353.44,209,21,2,4,264,71,2,492,29
168.72,70,143,6,1,252,91,1,563,29
146.69,200,17,1,2,465,56,2,51,21
1560.68,155,28,4,2,749,86,2,397,29
87.27,195,2,1,2,490,82,2,617,29
94.62,174,54,2,2,871,18,2,16,4
75.95,210,1,1,1,225,44,2,176,19
254.51,35,170,1,2,297,86,1,583,29
376.3,104,122,2,4,781,18,2,42,27
216.42,179,33,3,2,490,40,1,617,29
232.06,230,16,2,2,714,86,1,597,16
317.43,249,6,4,2,888,39,2,312,19
53.15,272,1,1,2,458,56,2,51,29
334.11,194,78,5,2,427,8,2,548,29
453.38,209,1,1,2,530,99,2,202,29
444.89,95,156,5,2,10,37,1,531,29
665.88,92,91,1,4,697,91,1,27,29
292.95,6,226,3,2,634,82,2,72,29
105.58,257,8,7,2,709,56,2,87,29
669.78,140,121,6,4,42,3,1,409,19
105.43,206,55,1,2,147,91,1,13,19
369.13,260,2,2,1,526,18,2,222,29
58.83,264,6,1,2,50,18,2,614,29
1290.96,236,3,3,2,859,49,2,548,29
11.68,259,1,1,2,709,56,2,87,29
378.41,60,207,2,3,114,44,1,407,5
545.05,187,10,2,2,321,99,2,58,19
186.69,221,34,3,2,687,18,1,235,19
152.08,179,58,2,2,292,54,2,268,19
53.94,188,23,3,2,584,62,1,356,29
62.53,238,4,1,2,872,44,2,535,29
342.58,181,64,1,4,308,91,1,565,29
435.02,184,7,4,1,350,95,2,427,29
131.76,267,4,2,2,597,28,2,331,29
59.27,198,1,1,2,328,37,2,123,19
298.67,249,23,3,2,741,86,2,168,19
417.28,256,11,3,2,188,91,1,319,29
51.23,272,1,1,1,392,86,2,94,29
186.49,233,5,1,2,189,92,2,397,29
375.52,14,207,2,2,93,54,1,234,29
129.03,208,2,1,6,603,95,2,298,29
17.69,188,1,1,2,870,92,2,178,26
36.76,189,1,1,2,84,72,2,156,19
294.71,206,4,1,2,610,98,2,231,19
273.22,183,25,4,2,51,86,2,200,29
843.8,184,15,3,2,311,82,2,51,29
62.21,167,67,1,2,52,91,2,531,16
314.02,191,0,1,1,513,81,2,359,19
211.5,258,8,1,3,268,92,2,436,29
588.46,216,8,4,2,308,92,2,565,16
97.62,249,24,2,2,886,28,2,24,29
1181.49,260,9,2,1,98,102,2,498,19
1540.76,107,123,2,8,653,56,2,566,29
354.97,233,8,3,4,51,91,2,200,19
464.6,219,34,1,2,399,102,2,359,19
325.0,184,28,1,1,322,44,2,492,19
1558.92,247,8,3,2,515,91,2,79,29
63.26,191,27,1,2,562,86,1,614,19
99.49,157,97,2,2,147,37,1,13,29
950.8,185,26,3,2,718,82,2,51,19
1088.59,193,29,5,2,396,86,1,247,29
265.74,235,11,3,2,741,86,2,168,29
222.15,62,151,1,2,78,18,2,110,29
9.02,265,1,1,1,709,56,2,87,29
150.0,258,1,1,1,839,44,2,364,26
136.53,121,71,3,1,724,86,1,310,5
91.82,259,2,2,2,398,40,2,549,29
317.62,187,15,4,2,741,41,1,168,29
1045.85,138,86,3,2,178,44,1,176,16
418.88,151,56,4,2,243,99,2,273,19
48.31,237,1,1,2,490,56,2,617,29
13.36,255,6,1,2,709,40,2,87,19
407.0,220,34,3,2,759,71,2,359,29
162.91,215,4,3,2,858,65,2,136,29
43.39,254,7,1,1,846,44,2,36,16
1258.04,177,19,7,2,665,91,2,548,29
109.93,243,16,1,2,859,92,2,548,29
77.08,246,27,4,2,603,95,1,298,29
87.29,171,26,7,1,703,39,2,45,29
229.62,185,38,3,1,487,86,1,586,29
277.74,164,22,2,2,426,95,2,391,19
86.65,221,1,1,2,397,95,2,51,29
19.49,199,19,1,2,584,92,1,356,29
140.72,213,24,1,1,62,86,2,268,19
222.92,203,24,2,2,562,86,2,614,19
1088.94,96,99,6,4,753,99,2,273,29
42.95,242,1,1,2,572,56,2,273,29
193.7,199,44,1,3,465,86,2,51,29
71.43,232,5,1,2,607,3,2,453,29
91.76,208,4,2,2,827,90,2,3,5
412.0,124,66,3,4,468,92,2,78,29
830.53,221,38,4,1,15,98,2,12,19
178.75,243,5,2,2,530,99,2,202,29
100.22,192,2,1,1,148,3,2,72,19
732.0,234,12,3,3,815,99,2,79,19
1202.16,187,29,3,5,152,86,1,614,19
772.99,167,88,7,2,854,37,2,357,27
121.74,174,48,1,2,592,95,1,482,19
61.58,182,17,1,2,51,18,1,200,29
258.86,219,24,2,2,706,92,1,531,29
74.57,234,18,1,2,846,92,1,36,19
482.52,101,93,1,4,447,91,1,96,19
76.24,266,4,1,1,872,86,2,535,19
264.32,206,2,1,2,787,81,2,278,29
275.5,185,2,2,2,634,99,2,72,29
113.69,207,2,1,2,572,90,2,273,19
321.42,239,17,2,3,427,40,2,548,29
243.9,181,2,1,2,264,18,2,492,19
36.18,203,11,1,1,546,86,2,345,19
322.53,154,35,3,3,614,91,1,616,29
136.83,161,42,2,2,871,44,1,16,29
95.19,196,20,1,2,464,3,2,548,19
182.24,220,18,1,1,188,86,1,319,19
180.29,143,41,2,2,121,3,2,618,19
184.09,220,2,2,2,464,3,2,548,29
39.9,232,2,1,2,859,56,2,548,19
659.64,261,3,3,2,865,99,2,20,29
951.66,220,9,3,6,859,86,2,548,29
297.14,203,20,2,2,62,44,1,268,29
187.88,230,13,2,2,427,92,1,548,5
68.97,185,22,1,2,761,86,2,393,19
1618.56,108,86,3,12,12,56,1,267,29
81.4,167,82,1,2,872,91,2,535,16
375.0,232,35,4,2,706,44,2,531,26
167.64,243,1,1,4,706,86,2,531,5
526.05,45,167,4,2,190,92,2,351,5
1652.76,124,63,6,4,33,85,1,22,29
449.25,183,2,2,2,138,98,2,51,29
579.12,208,54,3,2,556,86,2,420,5
33.74,192,3,1,2,168,74,2,90,19
12.48,222,6,3,1,419,40,2,83,16
216.05,204,47,2,2,753,80,2,273,19
193.25,223,31,2,2,824,86,2,380,29
73.66,131,75,1,3,111,86,2,162,29
50.06,250,4,1,2,541,82,2,544,29
19.15,236,16,1,2,28,40,1,549,29
297.72,242,15,3,2,859,95,2,548,26
205.56,200,29,3,2,410,98,1,386,29
359.29,197,53,2,2,272,86,2,51,19
80.85,138,59,1,2,243,86,1,273,19
40.91,190,2,1,2,184,99,2,417,29
318.92,159,93,1,4,872,91,2,535,5
91.18,215,0,1,4,738,99,2,54,29
234.44,177,37,2,2,262,44,1,543,5
107.28,205,17,2,2,50,72,2,614,19
230.63,184,14,2,2,130,37,1,436,29
268.66,231,22,1,2,815,18,2,79,4
245.92,150,91,2,2,753,37,2,273,19
179.16,111,89,1,3,410,91,1,386,19
132.04,193,38,1,6,822,37,1,298,19
458.96,180,3,2,1,169,99,2,51,19
134.62,190,4,1,2,490,18,2,617,27
240.99,219,6,3,2,19,95,2,381,19
328.35,342,253,5,2,716,81,1,611,29
64.97,247,2,1,2,328,37,2,123,19
53.06,186,16,1,2,163,3,2,237,26
116.84,233,2,1,2,447,44,2,96,29
282.42,220,11,2,2,155,67,1,213,29
167.92,209,4,2,4,226,56,2,613,20
257.6,234,11,2,2,152,37,2,614,27
125.44,185,32,2,2,790,44,1,614,29
305.78,147,46,3,2,687,91,1,235,29
83.9,199,1,1,2,385,3,2,573,29
167.84,220,18,1,2,487,86,1,586,19
223.2,154,110,5,2,304,89,2,512,19
237.05,225,5,1,4,151,95,2,296,19
232.77,231,4,2,4,572,56,2,273,19
270.24,259,14,4,2,50,5,2,614,29
376.0,196,23,2,2,322,95,1,492,19
168.96,188,8,3,2,67,40,2,178,29
73.06,154,114,1,2,741,91,2,168,29
356.16,182,9,2,2,62,44,2,268,19
131.17,23,164,1,2,772,91,2,548,29
363.56,141,86,2,2,178,86,1,176,29
743.64,225,5,2,4,322,95,2,492,29
187.76,206,4,1,6,793,92,2,339,29
246.36,166,90,1,4,308,91,2,565,5
1192.08,205,28,6,2,508,91,1,69,19
432.14,122,61,5,2,755,42,2,3,29
442.84,221,34,11,1,807,62,1,91,19
17.91,220,9,1,2,584,92,1,356,29
105.04,263,3,1,2,759,51,2,359,29
250.83,210,61,1,2,138,44,1,51,29
441.24,167,31,4,2,508,37,1,69,19
254.4,239,27,3,1,60,86,1,35,19
293.13,241,3,1,2,773,86,2,415,29
127.1,258,8,1,2,697,86,2,27,29
150.14,193,47,4,1,308,86,2,565,19
163.93,262,11,2,2,217,56,1,185,29
619.77,71,141,4,2,697,91,1,27,16
168.18,245,11,5,2,737,56,1,157,19
101.33,222,3,1,2,322,54,2,492,29
34.31,228,2,2,2,304,89,2,512,29
131.25,203,8,7,2,502,74,2,518,19
82.11,135,51,1,6,778,74,2,304,19
300.03,157,55,3,2,478,37,2,287,29
105.96,183,21,3,2,243,74,2,273,19
404.37,221,21,3,1,798,6,2,611,19
480.19,244,2,2,2,562,99,2,614,29
122.43,347,244,1,2,231,44,1,618,29
16.63,220,4,1,2,584,92,2,356,19
452.17,225,9,3,2,759,86,1,359,19
129.19,103,112,1,6,700,86,1,385,19
447.7,176,29,4,4,51,92,1,200,29
263.4,233,31,3,2,678,102,1,24,29
66.08,243,1,1,1,277,18,2,406,26
250.73,242,4,1,2,40,56,2,241,29
201.61,118,124,5,1,469,86,2,536,29
141.4,168,48,1,3,188,95,2,319,16
44.71,213,9,1,2,527,56,2,136,29
113.9,236,9,2,3,11,56,2,274,19
502.62,201,4,2,2,772,99,2,548,29
400.49,220,39,3,2,508,91,1,69,19
18.72,229,1,1,2,28,40,2,549,29
56.88,271,1,1,2,572,56,2,273,19
379.1,214,56,4,2,243,99,2,273,19
1423.52,219,24,4,3,188,86,1,319,19
42.36,222,2,1,1,107,92,2,549,29
127.64,232,30,2,2,94,86,2,466,19
126.72,69,139,2,2,42,37,2,409,29
250.36,71,134,2,2,872,86,2,535,19
396.6,204,3,3,2,425,37,2,175,19
162.26,102,113,1,3,761,54,1,393,29
2062.6,250,13,2,2,272,49,2,51,29
790.44,54,133,3,3,386,91,1,359,16
47.59,264,1,1,1,430,44,2,575,5
212.34,203,4,1,4,872,44,2,535,29
293.2,231,14,1,2,889,99,2,51,29
58.95,148,44,3,1,854,86,1,357,16
951.88,140,84,7,2,481,37,1,466,29
323.56,248,3,3,2,128,99,2,249,29
88.78,175,42,1,4,50,86,2,614,5
360.3,161,67,2,2,188,37,2,319,27
51.09,220,1,1,3,168,74,2,90,29
267.44,171,73,1,3,572,86,2,273,29
74.24,166,20,2,2,437,102,2,570,29
570.04,127,57,3,2,858,67,2,136,29
91.76,206,1,1,2,798,81,2,611,29
83.28,75,119,1,2,705,43,1,317,29
159.97,312,242,1,2,697,91,1,27,19
161.42,229,6,2,2,761,86,2,393,19
82.26,188,66,3,2,107,99,2,549,5
266.7,239,7,3,2,630,86,1,47,29
454.49,181,80,3,4,111,40,2,162,19
49.6,262,8,4,2,713,39,2,593,19
53.58,228,1,1,2,490,82,2,617,20
358.8,175,41,3,4,13,37,2,516,29
353.22,137,119,1,2,320,92,1,548,29
110.51,242,1,1,2,243,92,2,273,29
862.27,233,5,3,2,784,70,2,544,19
66.2,185,40,2,2,29,74,1,560,19
40.12,165,37,2,2,713,86,2,593,16
396.86,182,8,2,2,762,98,2,97,29
109.91,214,16,2,4,419,40,1,83,29
346.87,198,12,2,2,860,56,2,77,29
547.24,9,186,2,2,815,91,1,79,19
470.06,256,3,3,4,544,95,2,132,26
20.66,258,1,1,2,461,87,2,29,19
59.71,182,3,1,1,871,44,2,16,5
86.61,190,6,1,2,148,3,2,72,29
476.17,222,32,3,2,859,98,2,548,19
136.65,253,5,3,2,545,44,2,261,29
60.28,189,56,1,2,871,44,1,16,16
802.05,159,59,3,3,801,98,1,131,5
157.56,198,7,2,2,761,86,2,393,19
79.79,249,2,1,1,697,44,2,27,16
244.5,243,17,1,1,78,44,2,110,19
196.49,7,186,1,1,51,91,1,200,29
101.73,36,168,4,1,269,99,2,163,29
55.1,220,4,2,2,241,40,2,55,19
15.02,205,1,1,2,502,40,2,518,19
10.46,229,1,1,2,502,40,2,518,29
37.68,194,5,1,2,464,56,2,548,29
47.81,190,8,1,2,690,86,1,167,19
947.31,165,48,4,2,322,91,2,492,29
1055.22,219,33,2,7,149,82,2,408,6
215.0,130,54,2,2,188,18,1,319,29
1211.61,190,46,3,6,130,37,2,436,29
621.65,184,11,4,1,235,56,2,186,29
754.68,205,7,2,2,864,54,2,51,29
156.95,157,27,1,3,320,56,2,548,29
284.2,189,5,4,2,681,27,2,118,19
1041.74,206,59,23,1,392,4,1,94,19
120.59,212,1,1,1,300,82,2,51,29
619.73,257,16,3,2,759,95,2,359,22
144.41,183,18,7,2,24,40,1,195,29
183.86,227,6,1,2,536,44,1,110,5
194.64,205,26,1,4,325,3,1,462,26
316.41,163,28,2,2,124,91,1,182,19
76.73,134,66,1,2,356,18,2,124,4
65.28,231,2,1,2,455,82,2,454,10
90.72,249,1,1,6,796,102,2,26,29
19.56,236,17,1,4,502,40,1,518,19
370.65,188,45,3,2,206,86,2,605,5
425.75,110,156,2,3,536,40,1,110,29
19.5,248,8,2,2,502,40,2,518,29
241.16,59,202,2,5,652,3,1,427,19
438.51,232,14,3,4,412,41,2,336,19
83.66,148,51,1,2,431,86,1,334,29
118.27,159,36,1,2,745,86,2,561,27
624.72,161,33,4,3,872,86,2,535,19
111.34,201,1,1,2,885,95,2,535,29
1398.27,126,145,5,6,741,91,1,168,29
151.26,213,30,1,2,51,95,1,200,29
122.72,145,72,1,2,410,44,1,386,16
44.4,251,0,1,2,50,97,2,614,19
39.17,189,1,1,2,398,82,2,549,29
282.29,229,22,3,2,52,56,1,531,29
475.9,183,15,5,2,741,56,2,168,19
685.8,284,340,3,2,227,91,1,492,5
79.0,257,12,1,2,720,86,2,330,5
113.43,257,1,1,2,860,37,2,77,19
124.99,229,8,1,1,572,74,2,273,29
130.86,226,34,3,2,274,56,2,434,19
104.64,229,37,2,2,35,95,2,515,29
114.28,232,11,1,2,455,16,2,454,29
115.51,236,4,1,2,243,86,2,273,5
250.23,234,35,2,2,51,95,1,200,29
166.98,244,6,1,2,776,95,2,359,19
55.94,241,2,1,2,544,71,2,132,5
7.96,217,1,1,2,502,40,2,518,2
30.82,195,14,1,2,778,86,2,304,19
789.32,207,23,5,2,152,94,2,614,29
706.41,112,155,4,1,827,99,2,3,29
126.44,198,20,1,2,653,86,2,566,19
176.74,249,23,2,2,490,56,2,617,29
517.32,210,10,3,4,703,82,2,45,29
941.79,186,15,14,2,183,99,2,368,29
215.11,244,1,1,2,508,95,2,69,22
1413.57,270,3,2,6,815,102,2,79,29
465.2,256,314,2,3,312,37,2,267,19
85.38,209,57,1,4,870,92,2,178,19
546.84,142,50,3,2,78,86,2,110,19
90.97,229,0,1,2,441,6,2,432,19
607.03,149,40,4,2,449,18,2,544,19
138.56,202,8,2,2,630,18,2,47,26
46.9,264,5,1,2,87,40,2,120,29
259.95,237,20,2,2,262,86,1,543,19
238.36,218,38,2,2,766,95,1,580,29
70.07,207,47,1,3,151,40,1,296,16
141.59,266,1,1,2,753,99,2,273,29
111.77,247,26,1,2,392,86,1,94,19
139.37,145,61,1,2,188,37,1,319,29
86.0,247,1,1,2,10,99,2,531,29
37.88,183,63,1,2,252,44,1,563,19
211.94,134,69,2,2,230,91,2,168,29
72.22,253,11,1,2,230,92,2,168,17
262.23,180,34,3,1,741,86,1,168,19
105.21,211,3,1,2,859,95,2,548,29
34.47,224,1,1,2,427,75,2,548,26
55.57,245,1,1,2,412,56,2,336,29
31.55,227,3,1,2,173,74,2,191,19
69.82,223,6,1,2,790,16,1,614,5
142.4,240,3,1,2,590,74,2,330,19
68.9,257,1,1,1,678,28,2,24,29
233.62,210,46,2,2,50,67,2,614,19
10.38,269,1,1,2,502,40,2,518,15
244.84,150,78,2,2,10,86,2,531,5
191.74,193,3,2,2,350,82,2,427,29
61.02,181,76,1,4,173,74,2,191,29
33.47,190,6,1,1,427,95,2,548,29
51.86,160,93,2,2,452,40,2,328,29
111.86,226,7,1,4,11,40,2,274,29
562.05,129,120,3,2,487,37,1,586,5
45.36,272,359,1,2,886,32,2,24,29
193.77,220,1,1,2,339,99,2,212,5
111.87,259,1,1,2,535,99,2,51,29
543.25,37,202,3,2,170,28,1,37,29
43.92,215,4,1,1,546,86,2,345,29
50.79,195,52,1,2,776,37,2,359,5
74.83,212,2,1,2,243,99,2,273,5
602.89,261,2,1,6,478,18,2,287,26
201.31,222,13,4,2,479,3,2,23,29
112.65,100,123,1,2,262,37,1,543,29
178.65,179,10,9,2,584,92,2,356,29
37.07,262,1,1,2,708,82,2,570,29
136.53,265,0,1,2,751,99,2,492,29
136.14,201,2,1,1,562,56,2,614,29
20.88,186,4,2,1,633,40,1,394,19
120.87,202,0,1,3,307,99,2,11,29
154.8,254,12,1,2,424,92,1,238,29
207.27,243,4,2,1,356,99,2,124,29
711.32,223,2,2,4,716,97,2,611,19
56.56,236,6,1,2,320,56,2,548,26
65.34,272,1,1,2,859,40,2,548,29
100.34,184,1,2,2,323,99,2,454,29
659.64,133,78,3,2,741,92,1,168,29
627.4,242,10,1,8,634,40,2,72,29
45.24,252,1,1,2,427,98,2,548,22
421.96,164,33,2,2,851,44,1,463,29
342.32,54,135,3,2,427,91,1,548,16
93.18,51,132,1,2,410,37,1,386,19
76.09,158,32,1,2,872,37,1,535,5
142.88,190,76,1,2,572,95,2,273,4
115.85,229,19,1,2,312,37,2,267,29
157.18,262,5,2,2,375,86,2,92,29
79.98,90,157,1,1,450,37,2,217,29
264.11,246,26,1,2,90,87,2,154,29
70.37,263,1,1,1,286,44,2,176,29
71.59,160,23,1,2,50,86,1,614,29
541.48,167,21,2,2,815,86,1,79,19
90.26,268,2,1,2,138,13,2,51,19
195.81,169,28,3,1,319,37,2,524,29
278.9,161,51,3,2,319,56,2,524,29
1032.03,198,41,3,3,875,91,2,79,19
94.09,241,15,1,2,854,91,1,357,29
83.14,183,2,2,2,243,40,2,273,29
59.31,241,2,1,1,275,44,2,165,16
1251.36,159,34,4,2,402,86,2,268,19
231.65,130,101,1,2,513,54,2,359,27
754.4,202,19,8,4,195,71,2,593,29
